Station,avg_rain,std_rain,max_rain,median_rain,total_rain,total_hours,max_24h,avg_24h,p95_24h,max_72h,rainy_hours,heavy_events,extreme_events,nemr_hours,sw_hours,latitude,longitude,district,rain_freq,heavy_rate,extreme_rate,nemr_rain_share,sw_rain_share,risk_score,risk_label
Mayiladumparai,3.650742115027829,8.19222712914359,174.5,1.0,3935.5,1078,312.0,86.95593692022264,146.64999999999998,542.0,489,98,15,542,267,9.78027778,77.51277778,Theni,0.4536178107606679,0.09090909090909091,0.013914656771799629,0.5027829313543599,0.24768089053803338,0.51,1
Melumalai,9.53565365025467,34.02154557614986,200.0,1.0,5616.5,589,3737.0,225.02801358234296,1754.4,4151.5,277,64,30,198,200,12.61611111,78.08722222,Krishnagiri,0.4702886247877759,0.10865874363327674,0.050933786078098474,0.3361629881154499,0.3395585738539898,0.8375862068965516,2
Mettur_1,4.038894575230297,11.413408942766257,200.0,1.0,3946.0,977,521.0,96.20010235414534,224.19999999999976,748.0,431,93,24,407,391,11.8075,77.800278,Salem,0.44114636642784033,0.09518935516888434,0.02456499488229273,0.4165813715455476,0.4002047082906858,0.6472413793103448,2
Mudukulathur_1,4.748091603053435,15.494384523671615,200.0,1.5,3732.0,786,751.5,112.45737913486005,311.0,925.0,406,78,13,484,127,9.356389,78.518333,Ramanathapuram,0.5165394402035624,0.09923664122137404,0.01653944020356234,0.6157760814249363,0.16157760814249364,0.7027586206896552,2
Nambiyar,3.358156028368794,6.4308842442638126,68.5,1.0,2367.5,705,307.0,80.10354609929078,163.89999999999998,510.5,329,60,9,420,102,8.37083333,77.73861111,Tirunelveli,0.4666666666666667,0.0851063829787234,0.01276595744680851,0.5957446808510638,0.14468085106382977,0.44275862068965516,1
Nanguneri,3.1501787842669846,5.7617346765979445,66.0,1.0,2643.0,839,365.5,75.05601907032181,146.79999999999973,530.5,366,63,9,487,148,8.48,77.66388889,Tirunelveli,0.4362336114421931,0.07508939213349225,0.010727056019070322,0.5804529201430274,0.1764004767580453,0.31931034482758625,0
Narikudi_1,5.513325608342989,19.34752383047128,200.0,1.5,4758.0,863,1419.5,129.92178447276942,282.45,1603.0,436,84,21,497,195,9.583333,78.316667,Virudhunagar,0.5052143684820394,0.09733487833140209,0.02433371958285052,0.5758980301274623,0.22595596755504055,0.7627586206896552,2
Natham_1,21.82250922509225,47.80908583039873,200.0,1.5,29569.5,1355,3319.5,523.6383763837638,2238.0999999999985,7185.0,737,359,233,492,626,10.230278,78.228611,Dindigul,0.5439114391143911,0.2649446494464945,0.17195571955719557,0.36309963099631,0.4619926199261993,0.9858620689655172,2
Nedungal,2.312933025404157,4.973725900748611,79.5,1.0,4006.0,1732,300.5,55.27309468822171,153.2249999999999,444.5,627,82,8,789,462,12.37361111,78.26888889,Krishnagiri,0.36200923787528866,0.04734411085450346,0.004618937644341801,0.45554272517321015,0.26674364896073904,0.09448275862068965,0
Negamam_1,2.5175855513307983,7.792041651533906,200.0,1.0,2648.5,1052,381.0,60.17538022813688,131.44999999999993,469.0,396,41,9,276,583,10.744444,77.103056,Coimbatore,0.376425855513308,0.03897338403041825,0.008555133079847909,0.2623574144486692,0.5541825095057035,0.1375862068965517,0
Nilakottai_1,8.100363306085377,24.060230480545695,200.0,1.5,8918.5,1101,1317.0,193.43051771117166,834.5,2497.0,596,156,59,408,458,10.1625,77.854167,Dindigul,0.5413260672116258,0.14168937329700274,0.053587647593097185,0.37057220708446864,0.4159854677565849,0.9262068965517241,2
Palaviduthi_1,15.89102564102564,36.208987905055494,200.0,2.0,12395.0,780,2256.5,380.10128205128206,1168.625,3180.5,477,201,99,446,106,10.646944,78.238333,Karur,0.6115384615384616,0.25769230769230766,0.12692307692307692,0.5717948717948718,0.1358974358974359,0.983103448275862,2
Palayamkottai,3.3007751937984495,5.850047726673061,49.5,1.0,2129.0,645,210.5,78.30465116279069,155.39999999999998,389.0,310,50,9,369,85,8.72638889,77.71583333,Tirunelveli,0.4806201550387597,0.07751937984496124,0.013953488372093023,0.5720930232558139,0.13178294573643412,0.43,1
Palur,6.192409532215358,19.152149191644014,200.0,1.0,7016.0,1133,1517.5,148.21668137687556,653.4999999999993,2787.0,550,144,44,664,333,11.74722222,79.63638889,Cuddalore,0.4854368932038835,0.12709620476610767,0.038834951456310676,0.5860547219770521,0.293909973521624,0.8365517241379309,2
Pambar Reservoir,1.893273850377488,4.03943933144867,46.5,0.5,2758.5,1457,158.5,45.02882635552505,108.5,319.0,450,46,10,480,732,12.26333333,78.56333333,Krishnagiri,0.3088538091969801,0.031571722717913524,0.0068634179821551134,0.32944406314344543,0.5024021962937543,0.07620689655172413,0
Panagudi,2.110204081632653,5.360704927082086,81.5,0.5,1551.0,735,289.5,50.12108843537415,152.44999999999993,385.5,254,26,5,232,193,8.32388889,77.57083333,Tirunelveli,0.345578231292517,0.03537414965986395,0.006802721088435374,0.31564625850340133,0.26258503401360545,0.0889655172413793,0
Panchapatti,6.991754122938531,25.55833592992747,200.0,1.0,4663.5,667,1721.0,167.05172413793105,660.0,2048.0,303,73,21,355,159,10.8294,78.306944,Karur,0.4542728635682159,0.10944527736131934,0.031484257871064465,0.5322338830584707,0.2383808095952024,0.7944827586206896,2
ParamathiVelor,3.0667701863354035,5.892918079081145,63.5,1.0,1975.0,644,200.5,72.32531055900621,168.0,401.5,284,40,6,388,163,11.133056,78.018889,Namakkal,0.4409937888198758,0.062111801242236024,0.009316770186335404,0.6024844720496895,0.2531055900621118,0.25206896551724134,0
Parthibanur Regulator,3.921758569299553,9.65843087939609,123.5,1.5,2631.5,671,422.0,92.53502235469449,181.5,586.5,338,57,7,394,143,9.63583333,78.47055556,Ramanathapuram,0.503725782414307,0.08494783904619971,0.010432190760059613,0.587183308494784,0.21311475409836064,0.5199999999999999,1
Pattukottai_1,1.5192965315095261,3.4448232647012604,79.5,0.5,3110.0,2047,203.5,36.24401563263312,111.84999999999991,396.0,432,49,3,1005,382,10.426111,79.326111,Thanjavur,0.21104054714215925,0.023937469467513434,0.0014655593551538837,0.49096238397655106,0.18661455788959452,0.008965517241379312,0
Perambalur,2.3179162609542354,10.325499310187217,200.0,0.5,2380.5,1027,485.0,55.49561830574489,208.19999999999993,713.0,219,31,10,561,257,11.22555556,78.87555556,Tiruchirappalli,0.21324245374878287,0.03018500486854917,0.009737098344693282,0.5462512171372931,0.25024342745861733,0.10793103448275862,0
Peravoorani_1,5.097388059701492,17.93007830114371,200.0,1.0,6830.5,1340,1331.5,122.14141791044776,505.0999999999999,1584.5,620,125,31,752,241,10.288611,79.201667,Thanjavur,0.4626865671641791,0.09328358208955224,0.023134328358208955,0.5611940298507463,0.1798507462686567,0.696551724137931,2
Perunchani Reservoir,3.418866080156403,5.89380478557921,78.0,1.0,6995.0,2046,287.5,81.94134897360703,179.75,479.0,1021,151,22,683,889,8.36361111,77.3575,Kanyakumari,0.49902248289345064,0.07380254154447703,0.010752688172043012,0.333822091886608,0.4345063538611926,0.40551724137931033,1
Pickup Anicut-Sathanur,4.261941448382126,11.540730722912397,200.0,1.0,5532.0,1298,695.5,102.13520801232666,241.0,887.5,627,137,20,530,568,12.13944444,78.89388889,Tiruvannamalai,0.4830508474576271,0.10554699537750385,0.015408320493066256,0.4083204930662558,0.43759630200308164,0.6641379310344827,2
Pilavakkal Periyar Dam,3.898886032562125,8.450241227480387,200.0,1.0,4550.0,1167,338.5,93.31962296486718,190.70000000000005,598.5,574,119,13,674,249,9.64,77.52944444,Virudhunagar,0.49185946872322195,0.10197086546700942,0.011139674378748929,0.5775492716366752,0.2133676092544987,0.6027586206896551,1
