Station,avg_rain,std_rain,max_rain,median_rain,total_rain,total_hours,max_24h,avg_24h,p95_24h,max_72h,rainy_hours,heavy_events,extreme_events,nemr_hours,sw_hours,latitude,longitude,district,rain_freq,heavy_rate,extreme_rate,nemr_rain_share,sw_rain_share,risk_score,risk_label
Polur,2.3560817084493966,4.784645969043018,60.0,1.0,2537.5,1077,208.0,55.77390900649954,144.0,434.5,382,50,4,452,510,12.50861111,79.12222222,Tiruvannamalai,0.35468895078922935,0.04642525533890436,0.003714020427112349,0.41968430826369546,0.4735376044568245,0.09,0
Ponnamaravathi_1,17.336389684813753,46.29746534895799,200.0,0.5,30252.0,1745,4286.5,415.9696275071633,2118.5999999999995,9361.0,655,328,214,773,557,10.270556,78.535833,Pudukkottai,0.3753581661891118,0.18796561604584527,0.12263610315186246,0.44297994269340973,0.31919770773638967,0.8586206896551722,2
Ponnanaiyar Dam_1,3.6379310344827585,8.236425184500018,200.0,1.0,3903.5,1073,411.5,86.6775396085741,177.5,686.0,529,99,10,590,300,10.582222,78.265,Tiruchirappalli,0.4930102516309413,0.09226467847157502,0.009319664492078284,0.5498602050326188,0.27958993476234856,0.4917241379310344,1
Ponneri,4.297704918032787,14.305690596509264,200.0,1.0,6554.0,1525,1565.0,102.56491803278689,192.79999999999995,2023.5,650,123,32,757,650,13.33138889,80.19527778,Tiruvallur,0.4262295081967213,0.08065573770491803,0.02098360655737705,0.4963934426229508,0.4262295081967213,0.5589655172413793,1
Poondi Reservoir,3.075383589059373,10.041069923896535,200.0,0.5,4610.0,1499,1039.5,73.0513675783856,179.14999999999986,1323.5,494,92,22,691,618,13.20833333,79.87583333,Tiruvallur,0.3295530353569046,0.061374249499666446,0.01467645096731154,0.4609739826551034,0.4122748498999333,0.273103448275862,0
Pudukkottai,4.16289592760181,10.911161482183866,200.0,1.0,5520.0,1326,753.0,98.71606334841628,270.75,838.0,573,119,30,529,413,10.37694444,78.81777778,Pudukkottai,0.4321266968325792,0.08974358974358974,0.02262443438914027,0.39894419306184015,0.3114630467571644,0.6075862068965516,1
Radhapuram,4.039256198347108,11.458707317416204,200.0,1.0,3910.0,968,578.0,94.71952479338843,251.97499999999997,785.5,454,80,20,379,184,8.26888889,77.68472222,Tirunelveli,0.4690082644628099,0.08264462809917356,0.02066115702479339,0.3915289256198347,0.19008264462809918,0.586551724137931,1
Rajagiri_1,5.559009483667018,20.75851194101311,200.0,1.0,5275.5,949,628.5,130.40990516332982,510.79999999999995,1227.0,405,83,27,404,323,10.923611,79.244167,Thanjavur,0.4267650158061117,0.0874604847207587,0.02845100105374078,0.42571127502634354,0.3403582718651212,0.656551724137931,2
Ramakrishnapet,1.93671917436176,4.034018237858711,49.5,0.5,3565.5,1841,212.0,46.40630092341119,131.0,450.5,505,68,10,704,959,13.15166667,79.43222222,Tiruvallur,0.27430744160782183,0.036936447582835416,0.005431830526887561,0.3824008690928843,0.5209125475285171,0.06862068965517241,0
Ramanadhapuram -ARG,1.8212750716332378,3.9174875031306176,39.5,0.5,2542.5,1396,208.0,43.61174785100287,151.5,374.5,354,51,6,1017,152,9.361944,78.818056,Ramanathapuram,0.25358166189111747,0.036532951289398284,0.004297994269340974,0.7285100286532952,0.10888252148997135,0.04724137931034483,0
Raya Raghunatha Samudiram,3.7312217194570136,7.360518996713285,108.5,1.0,4123.0,1105,313.5,88.55746606334841,190.0999999999999,529.0,516,97,19,643,284,10.25694444,78.81833333,Pudukkottai,0.4669683257918552,0.08778280542986425,0.017194570135746608,0.5819004524886878,0.25701357466063346,0.5493103448275862,1
RedHills,3.837078651685393,13.294246031688568,200.0,1.0,3756.5,979,673.0,90.68590398365679,211.54999999999995,908.0,403,74,14,468,412,13.18666667,80.18833333,Tiruvallur,0.41164453524004085,0.0755873340143003,0.014300306435137897,0.4780388151174668,0.42083758937691523,0.44793103448275867,1
SGSWRDC Campus (Tharamani site),4.305225653206651,7.647368333793696,88.0,1.5,7250.0,1684,390.5,103.01098574821853,217.5,615.0,893,194,34,1061,488,12.98583333,80.245,Chennai,0.5302850356294537,0.11520190023752969,0.020190023752969122,0.6300475059382423,0.28978622327790976,0.7672413793103448,2
Savaspuram,3.7551159618008185,6.711440492966678,53.5,1.0,2752.5,733,203.0,88.7244201909959,169.0,397.0,351,75,11,402,169,9.48527778,78.14611111,Virudhunagar,0.47885402455661663,0.10231923601637108,0.015006821282401092,0.548431105047749,0.2305593451568895,0.6048275862068965,1
Sendurai_1,3.5036687631027252,6.068318391451674,67.5,1.5,3342.5,954,202.0,83.48218029350105,166.5,460.0,495,81,13,529,260,11.259167,79.191389,Ariyalur,0.5188679245283019,0.08490566037735849,0.013626834381551363,0.5545073375262054,0.27253668763102723,0.5072413793103447,1
Sethiathope Anicut TARG,2.4856338028169014,5.308540249821519,80.5,0.5,4412.0,1775,233.0,59.33774647887324,176.64999999999998,515.5,587,107,11,1022,476,11.43222222,79.5425,Cuddalore,0.3307042253521127,0.06028169014084507,0.006197183098591549,0.5757746478873239,0.26816901408450705,0.14413793103448277,0
Sethumadai,2.4893617021276597,7.825689031605067,200.0,1.0,3159.0,1269,366.5,57.16469661150512,123.89999999999964,465.0,497,50,7,327,627,10.51277778,76.88305556,Coimbatore,0.39164696611505123,0.039401103230890466,0.005516154452324665,0.2576832151300236,0.4940898345153664,0.1189655172413793,0
Sholaiyur,2.5342909164475014,6.917687370880723,200.0,1.0,12527.0,4943,1000.0,60.43505968035606,131.5,1197.5,2175,177,15,548,3896,10.301111,76.879722,Coimbatore,0.44001618450333807,0.035808213635444064,0.00303459437588509,0.11086384786566862,0.7881853125632207,0.1296551724137931,0
Sikkal_1,7.6908831908831905,28.03347605663639,200.0,1.0,5399.0,702,1949.0,183.73290598290598,710.9749999999992,2642.5,321,65,30,453,39,9.2475,78.638333,Ramanathapuram,0.45726495726495725,0.09259259259259259,0.042735042735042736,0.6452991452991453,0.05555555555555555,0.7591379310344827,2
Sivagangai,3.4605621033544876,8.891768785446674,200.0,1.0,3817.0,1103,388.5,82.46554850407978,193.0,486.0,451,84,17,677,242,9.85416667,78.48861111,Sivaganga,0.40888485947416137,0.07615593834995467,0.015412511332728921,0.6137805983680871,0.21940163191296463,0.3989655172413793,0
Sivagiri,3.465909090909091,8.879772140026365,199.5,1.0,4117.5,1188,401.0,82.3459595959596,196.64999999999986,672.0,469,106,17,484,263,9.34666667,77.43361111,Tenkasi,0.3947811447811448,0.08922558922558922,0.01430976430976431,0.4074074074074074,0.22138047138047137,0.44758620689655176,1
Srivaigundam,3.1450617283950617,12.432820974663263,200.0,0.75,2547.5,810,524.0,75.31111111111112,276.0999999999999,710.5,309,48,7,567,57,8.62861111,77.90527778,Thoothukudi,0.3814814814814815,0.05925925925925926,0.008641975308641974,0.7,0.07037037037037037,0.21655172413793103,0
Srivilliputhur_1,3.2941176470588234,6.687907938565777,75.0,1.0,2688.0,816,226.5,78.02389705882354,164.125,535.0,327,64,16,392,163,9.516111,77.633611,Virudhunagar,0.4007352941176471,0.0784313725490196,0.0196078431372549,0.4803921568627451,0.19975490196078433,0.4175862068965517,1
Sundakkampalyam,8.05982905982906,26.9621038849923,200.0,1.0,5658.0,702,2103.5,192.85612535612535,1067.0749999999912,3131.0,344,93,30,370,176,11.19944444,77.22805556,Tiruppur,0.49002849002849,0.13247863247863248,0.042735042735042736,0.5270655270655271,0.25071225071225073,0.8739655172413793,2
Thammampatti_1,5.1636113657195235,17.6069092300195,200.0,1.0,5633.5,1091,1447.5,117.4051329055912,404.25,1985.5,495,106,29,519,385,11.44,78.485278,Salem,0.4537121906507791,0.09715857011915674,0.026581118240146653,0.47571035747021084,0.3528872593950504,0.7141379310344828,2
Thangachimadam_1,4.8292443572129535,11.174420363045856,200.0,1.5,4921.0,1019,509.5,114.97988223748773,301.5999999999999,718.5,542,111,29,707,45,9.281944,79.238889,Ramanathapuram,0.5318940137389597,0.10893032384690873,0.02845927379784102,0.6938174681059862,0.04416094210009813,0.8051724137931033,2
Thanjavur,3.773412271259419,10.741554084082608,200.0,1.0,3505.5,929,545.5,90.005382131324,172.49999999999977,809.0,448,82,10,490,260,10.77277778,79.13583333,Thanjavur,0.4822389666307858,0.08826695371367062,0.010764262648008612,0.527448869752422,0.2798708288482239,0.5117241379310344,1
Thirumangalam_1,3.600632911392405,6.839852806725701,49.5,1.0,2844.5,790,217.0,86.02784810126582,170.5999999999999,418.5,343,70,14,386,218,9.823611,77.988333,Madurai,0.4341772151898734,0.08860759493670886,0.017721518987341773,0.48860759493670886,0.2759493670886076,0.5127586206896552,1
ThirumoorthyNagar,2.580134357005758,4.705348682714921,50.0,1.0,2688.5,1042,232.0,61.42754318618042,137.47499999999997,427.5,424,48,6,414,395,10.486944,77.166667,Tiruppur,0.4069097888675624,0.046065259117082535,0.005758157389635317,0.39731285988483683,0.3790786948176583,0.14344827586206896,0
Thirupalaikudi,6.615174672489083,19.372226727579786,200.0,1.5,6059.5,916,1207.0,154.03602620087335,554.375,1691.0,463,124,40,590,144,9.540556,78.912222,Ramanathapuram,0.5054585152838428,0.13537117903930132,0.043668122270742356,0.6441048034934498,0.1572052401746725,0.8855172413793102,2
Thiruppur_1,7.316604127579738,26.9049604674119,200.0,1.0,7799.5,1066,2576.0,174.87288930581613,859.0,3461.5,444,118,45,490,166,11.104722,77.343889,Tiruppur,0.4165103189493433,0.11069418386491557,0.04221388367729831,0.4596622889305816,0.15572232645403378,0.7772413793103449,2
Thiruthuraipoondi,3.652142857142857,9.704445587888241,200.0,1.0,5113.0,1400,523.5,86.76892857142857,182.54999999999995,767.5,668,121,17,893,197,10.53805556,79.63361111,Tiruvarur,0.47714285714285715,0.08642857142857142,0.012142857142857143,0.6378571428571429,0.1407142857142857,0.4868965517241379,1
Thiruthuraipoondi_1,11.298083278255122,30.857021836014862,200.0,2.0,17094.0,1513,1962.5,270.68704560475874,1215.5999999999985,4282.0,883,276,114,515,581,10.538889,79.633056,Tiruvarur,0.5836087243886319,0.18241903502974224,0.07534699272967614,0.34038334434897555,0.38400528750826174,0.9589655172413794,2
Thiruvadanai_1,35.76488095238095,64.47732292027784,200.0,4.0,66093.5,1848,4363.5,858.021645021645,3348.0,11082.5,1307,651,438,969,715,9.783333,78.916667,Ramanathapuram,0.7072510822510822,0.3522727272727273,0.237012987012987,0.5243506493506493,0.3869047619047619,1.0,2
Thoothukudi Circuit House,3.6550888529886914,10.044489341567798,169.0,1.0,2262.5,619,318.5,86.718901453958,274.6,493.0,266,46,9,365,69,8.79111111,78.15916667,Thoothukudi,0.4297253634894992,0.07431340872374798,0.014539579967689823,0.5896607431340872,0.11147011308562198,0.41206896551724137,1
Tirukoilur,12.593553459119496,38.3568472611629,200.0,1.0,16019.0,1272,4304.0,301.39111635220127,1751.175000000001,7134.5,615,198,97,754,367,11.94638889,79.25027778,Kallakurichi,0.4834905660377358,0.15566037735849056,0.07625786163522012,0.5927672955974843,0.28852201257861637,0.9151724137931034,2
Trichycity,3.514705882352941,6.407339566074634,58.5,1.0,2629.0,748,221.5,83.6096256684492,168.94999999999993,441.0,368,62,8,355,220,10.820703,78.693506,Tiruchirappalli,0.4919786096256685,0.08288770053475936,0.0106951871657754,0.47459893048128343,0.29411764705882354,0.45,1
Udumalaipettai_1,2.430741190765492,4.738419389038461,38.0,1.0,2000.5,823,155.5,57.006075334143375,122.39999999999998,296.0,307,43,6,344,260,10.573611,77.243889,Tiruppur,0.3730255164034022,0.05224787363304982,0.007290400972053463,0.41798298906439857,0.3159173754556501,0.14103448275862068,0
Uppar Dam,3.1800947867298577,9.497373820413303,200.0,1.0,2013.0,633,318.5,75.62164296998421,174.7,467.5,286,38,3,316,146,10.7775,76.42277778,Tiruppur,0.4518167456556082,0.06003159557661927,0.004739336492890996,0.49921011058451814,0.23064770932069512,0.23482758620689656,0
Upper Anicut,2.8125,5.868965165146634,71.5,1.0,2002.5,712,170.0,67.2872191011236,144.22499999999997,369.5,280,46,8,311,218,10.88861111,78.57861111,Tiruchirappalli,0.39325842696629215,0.06460674157303371,0.011235955056179775,0.43679775280898875,0.3061797752808989,0.26,0
Uthampalayam,3.713815789473684,6.842389433433455,65.5,1.0,2258.0,608,201.0,86.58799342105263,154.825,429.0,298,57,10,327,134,10.90111111,77.67277778,Tiruppur,0.4901315789473684,0.09375,0.01644736842105263,0.537828947368421,0.22039473684210525,0.5903448275862069,1
VaigaiDam,3.336795252225519,5.927063809785345,55.5,1.0,2249.0,674,250.5,78.96142433234421,184.5,428.0,321,59,6,308,218,10.05194,77.58916,Theni,0.4762611275964392,0.08753709198813056,0.008902077151335312,0.456973293768546,0.32344213649851633,0.4106896551724138,1
Valathi,3.5636998254799304,9.998944433482148,200.0,1.0,2042.0,573,303.5,84.68760907504362,267.0999999999999,450.0,253,45,7,370,115,12.34861111,79.38,Viluppuram,0.44153577661431065,0.07853403141361257,0.012216404886561954,0.6457242582897034,0.2006980802792321,0.4182758620689655,1
Vanapuram,6.6597374179431075,19.354285473662788,200.0,1.5,6087.0,914,954.5,158.37363238512035,578.3249999999982,1644.5,501,120,42,461,293,12.10444444,79.01805556,Tiruvannamalai,0.5481400437636762,0.13129102844638948,0.045951859956236324,0.5043763676148797,0.32056892778993434,0.9041379310344828,2
Vaniyambadi,9.473377703826955,32.17112663421461,200.0,1.0,11387.0,1202,2815.0,227.08943427620633,1476.975,5714.5,505,145,72,703,341,12.67805556,78.62222222,Tirupathur,0.42013311148086524,0.12063227953410982,0.059900166389351084,0.5848585690515807,0.28369384359401,0.82,2
Vaniyar Reservoir,2.8288718929254304,7.749015561420218,200.0,1.0,2959.0,1046,251.0,67.69741873804972,133.75,343.0,418,62,9,443,353,11.905,78.325,Dharmapuri,0.39961759082217974,0.05927342256214149,0.008604206500956023,0.4235181644359465,0.33747609942638623,0.20551724137931032,0
Vellore,3.2366997294860234,5.525834984441696,50.0,1.0,3589.5,1109,188.0,77.30477908025247,140.29999999999995,425.0,544,79,12,497,460,12.94861111,79.13888889,Vellore,0.4905320108205591,0.07123534715960325,0.010820559062218215,0.44815148782687103,0.4147880973850316,0.37482758620689655,0
Vembakottai Dam,3.798958333333333,7.3061460092286845,79.0,1.0,3647.0,960,285.5,90.52395833333334,192.0,594.0,443,91,17,441,124,9.335,77.75111111,Virudhunagar,0.46145833333333336,0.09479166666666666,0.017708333333333333,0.459375,0.12916666666666668,0.5989655172413793,1
Vettaikaranpudur_1,2.11489898989899,3.4085923519475214,40.0,1.0,3350.0,1584,114.5,50.34185606060606,94.0,264.0,640,47,4,347,937,10.566944,76.921389,Coimbatore,0.40404040404040403,0.029671717171717172,0.0025252525252525255,0.21906565656565657,0.5915404040404041,0.07655172413793104,0
Vettikadu_1,3.788220551378446,8.6405391216359,200.0,1.5,4534.5,1197,297.0,90.35505430242273,184.30000000000007,553.5,601,108,14,559,396,10.569722,79.195556,Thanjavur,0.5020885547201337,0.09022556390977443,0.011695906432748537,0.467000835421888,0.3308270676691729,0.5655172413793104,1
Vidur Anicut,1.7038740920096853,5.947349297486232,156.0,0.5,3518.5,2065,417.5,40.62518159806295,115.39999999999998,564.5,438,53,11,1086,685,12.07222222,79.585,Viluppuram,0.21210653753026634,0.025665859564164648,0.005326876513317191,0.52590799031477,0.33171912832929784,0.03689655172413793,0
Vilathikulam,3.3681592039800994,10.081875037780314,174.5,1.0,3385.0,1005,786.5,80.49601990049752,224.89999999999998,997.0,441,63,12,497,314,9.13027778,78.16805556,Thoothukudi,0.4388059701492537,0.0626865671641791,0.011940298507462687,0.4945273631840796,0.3124378109452736,0.3403448275862069,0
Viralipatti,2.611961057023644,4.861413233619191,48.0,1.0,1878.0,719,150.0,61.79346314325452,124.0,328.5,266,37,6,213,326,10.12611111,77.70777778,Dindigul,0.36995827538247567,0.05146036161335188,0.008344923504867872,0.29624478442280944,0.4534075104311544,0.1575862068965517,0
Virudhunagar_IB,5.364571428571429,14.763590942655732,200.0,1.0,4694.0,875,1244.5,128.13485714285713,403.44999999999993,1790.5,416,106,28,470,197,9.61194444,77.955,Virudhunagar,0.4754285714285714,0.12114285714285715,0.032,0.5371428571428571,0.22514285714285714,0.8044827586206896,2
Yelagiri Hills,3.2107750472589793,10.929917677613801,200.0,1.0,3397.0,1058,670.0,75.89555765595463,154.0,734.0,394,66,10,508,300,12.58388889,78.64805556,Tirupathur,0.3724007561436673,0.062381852551984876,0.00945179584120983,0.48015122873345933,0.2835538752362949,0.24517241379310348,0
