Station,district,latitude,longitude,avg_rain,max_24h,heavy_rate,extreme_rate,rain_freq,risk_score,risk_label,risk_level
Chithraichavadi Anicut,Coimbatore,10.96888889,76.82611111,3.2169243986254297,971.0,0.04725085910652921,0.009450171821305841,0.4115120274914089,0.22689655172413792,0,Low
Srivaigundam,Thoothukudi,8.62861111,77.90527778,3.1450617283950617,524.0,0.05925925925925926,0.008641975308641974,0.3814814814814815,0.21655172413793103,0,Low
Dusi Ayyangarkulam,Tiruvannamalai,12.78416667,79.66388889,3.1069266980497647,1025.0,0.05447209145931405,0.00941492938802959,0.3954270342972428,0.21482758620689657,0,Low
Mayanur,Karur,10.95583333,78.23972222,2.6444281524926687,183.5,0.054252199413489736,0.011730205278592375,0.3284457478005865,0.21137931034482757,0,Low
Vaniyar Reservoir,Dharmapuri,11.905,78.325,2.8288718929254304,251.0,0.05927342256214149,0.008604206500956023,0.39961759082217974,0.20551724137931032,0,Low
Aravakuruchi,Karur,10.773333,77.91,2.9530120481927713,807.5,0.04819277108433735,0.010843373493975903,0.3060240963855422,0.1920689655172414,0,Low
Karuppanadhi Dam,Tenkasi,9.13361111,77.31055556,2.7171824973319105,218.0,0.05549626467449306,0.0064034151547491995,0.40981856990394877,0.1820689655172414,0,Low
Gollapally,Vellore,13.03194444,78.86444444,2.5765171503957784,175.5,0.048812664907651716,0.005277044854881266,0.44327176781002636,0.17275862068965517,0,Low
Marandahalli_1,Dharmapuri,12.390833,77.991111,2.6277278562259307,185.0,0.04878048780487805,0.005134788189987163,0.43517329910141206,0.16482758620689655,0,Low
Viralipatti,Dindigul,10.12611111,77.70777778,2.611961057023644,150.0,0.05146036161335188,0.008344923504867872,0.36995827538247567,0.1575862068965517,0,Low
Sethiathope Anicut TARG,Cuddalore,11.43222222,79.5425,2.4856338028169014,233.0,0.06028169014084507,0.006197183098591549,0.3307042253521127,0.14413793103448277,0,Low
ThirumoorthyNagar,Tiruppur,10.486944,77.166667,2.580134357005758,232.0,0.046065259117082535,0.005758157389635317,0.4069097888675624,0.14344827586206896,0,Low
Kesavaram Anicut_1,Ranipet,13.021667,79.7625,2.5741183502689777,637.5,0.05260011954572624,0.007770472205618649,0.3275552898983861,0.1427586206896552,0,Low
Udumalaipettai_1,Tiruppur,10.573611,77.243889,2.430741190765492,155.5,0.05224787363304982,0.007290400972053463,0.3730255164034022,0.14103448275862068,0,Low
Negamam_1,Coimbatore,10.744444,77.103056,2.5175855513307983,381.0,0.03897338403041825,0.008555133079847909,0.376425855513308,0.1375862068965517,0,Low
Sholaiyur,Coimbatore,10.301111,76.879722,2.5342909164475014,1000.0,0.035808213635444064,0.00303459437588509,0.44001618450333807,0.1296551724137931,0,Low
Sethumadai,Coimbatore,10.51277778,76.88305556,2.4893617021276597,366.5,0.039401103230890466,0.005516154452324665,0.39164696611505123,0.1189655172413793,0,Low
Perambalur,Tiruchirappalli,11.22555556,78.87555556,2.3179162609542354,485.0,0.03018500486854917,0.009737098344693282,0.21324245374878287,0.10793103448275862,0,Low
Nedungal,Krishnagiri,12.37361111,78.26888889,2.312933025404157,300.5,0.04734411085450346,0.004618937644341801,0.36200923787528866,0.09448275862068965,0,Low
Polur,Tiruvannamalai,12.50861111,79.12222222,2.3560817084493966,208.0,0.04642525533890436,0.003714020427112349,0.35468895078922935,0.09,0,Low
Panagudi,Tirunelveli,8.32388889,77.57083333,2.110204081632653,289.5,0.03537414965986395,0.006802721088435374,0.345578231292517,0.0889655172413793,0,Low
Vettaikaranpudur_1,Coimbatore,10.566944,76.921389,2.11489898989899,114.5,0.029671717171717172,0.0025252525252525255,0.40404040404040403,0.07655172413793104,0,Low
Pambar Reservoir,Krishnagiri,12.26333333,78.56333333,1.893273850377488,158.5,0.031571722717913524,0.0068634179821551134,0.3088538091969801,0.07620689655172413,0,Low
Ramakrishnapet,Tiruvallur,13.15166667,79.43222222,1.93671917436176,212.0,0.036936447582835416,0.005431830526887561,0.27430744160782183,0.06862068965517241,0,Low
Harur_3,Dharmapuri,12.051667,78.475,2.2663817663817665,564.0,0.029439696106362774,0.004748338081671415,0.30389363722697055,0.05551724137931034,0,Low
Ramanadhapuram -ARG,Ramanathapuram,9.361944,78.818056,1.8212750716332378,208.0,0.036532951289398284,0.004297994269340974,0.25358166189111747,0.04724137931034483,0,Low
Vidur Anicut,Viluppuram,12.07222222,79.585,1.7038740920096853,417.5,0.025665859564164648,0.005326876513317191,0.21210653753026634,0.03689655172413793,0,Low
Gudalore_M,Theni,9.68,77.23527778,1.827021121631464,164.0,0.028404952658412235,0.0029133284777858705,0.29351784413692644,0.03172413793103448,0,Low
Bodinayakkanur_1,Theni,10.019722,77.327778,1.6110744891232696,154.0,0.015820698747528016,0.001977587343441002,0.32432432432432434,0.021034482758620687,0,Low
Pattukottai_1,Thanjavur,10.426111,79.326111,1.5192965315095261,203.5,0.023937469467513434,0.0014655593551538837,0.21104054714215925,0.008965517241379312,0,Low
