id,latitude,longitude,district,station_name
dfdd5211-be4f-465b-a023-c1d0aa32bf21,10.12611111,77.70777778,Dindigul,Viralipatti
e113e9d8-933f-41cf-a690-b00936446bee,8.37083333,77.73861111,Tirunelveli,Nambiyar
e23bf040-b5ee-438f-b5c3-c1683e3f4448,10.05194,77.58916,Theni,VaigaiDam
e2e590de-332d-4e46-9515-d1a92fc205c5,10.77361111,79.48916667,Tiruvarur,Koradachery
e4e82b36-4af0-4a18-bc5b-9ab8ad58fd3c,9.356389,78.518333,Ramanathapuram,Mudukulathur_1
e50d0ed3-d591-4eed-a211-385d20eec024,10.566944,76.921389,Coimbatore,Vettaikaranpudur_1
e56f106b-6bce-4cd7-b7e3-f9a8581a5a43,13.04138889,80.27916667,Chennai,Chennai Mylapore (DGPOffice)
e8687917-d056-4ebc-810c-5b1c3de29755,11.136389,79.076389,Ariyalur,Ariyalur_1
e8f75f06-d718-444a-b133-e19a2c97176c,8.69,77.5625,Tirunelveli,Cheranmahadevi
ebf53a80-1023-4a8c-99d7-645e61c569f6,9.516111,77.633611,Virudhunagar,Srivilliputhur_1
ec3fbc4b-4250-44cf-8160-f889de385641,10.96888889,76.82611111,Coimbatore,Chithraichavadi Anicut
f074927e-3808-48a6-834e-075f675181bc,10.582222,78.265,Tiruchirappalli,Ponnanaiyar Dam_1
f1f06ae1-b239-4a7f-b069-62c510f46d1d,10.11138889,78.70472222,Sivaganga,Kundrakudi
f2c7d136-23a4-44e8-8ec3-8b70ff02815f,10.075833,78.778611,Sivaganga,Karaikudi -ARG
f4d6023e-f655-4285-9a10-364423ce735d,10.53805556,79.63361111,Tiruvarur,Thiruthuraipoondi
f622314e-e1b9-492a-a8e6-76036c59aadb,9.34666667,77.43361111,Tenkasi,Sivagiri
f8400682-f626-4dc3-8eda-66cd6dad28f3,12.37361111,78.26888889,Krishnagiri,Nedungal
f912238b-6469-4bd1-bbc6-0228bd15a665,11.43222222,79.5425,Cuddalore,Sethiathope Anicut TARG
f99f6f2a-d5e5-4880-afe0-b94fa532e81f,11.47333333,77.13027778,Erode,Bavanisagar Dam
f9dda224-b2af-4ee3-aa86-6e7b9857e927,10.019722,77.327778,Theni,Bodinayakkanur_1
